time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1999-06-07T23:08:50.000Z,41.614,28.627,10,2.6,md,,,,,us,usp00099ga,2014-11-07T01:07:52.172Z,"31 km NE of Karacaköy, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-07T17:29:09.800Z,40.702,30.011,9,2.5,md,,,,,us,usp00099fp,2014-11-07T01:07:52.127Z,"3 km SE of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-07T08:16:03.900Z,40.994,29.324,10,2.7,md,,,,,us,usp00099er,2014-11-07T01:07:51.989Z,"5 km NE of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-05T15:19:08.500Z,40.757,29.923,9,3,md,,,,,us,usp00099bh,2014-11-07T01:07:51.453Z,"1 km SSW of ?zmit, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-05T05:19:54.700Z,40.815,30.18,8,3,md,,,,,us,usp00099ah,2014-11-07T01:07:51.247Z,"15 km NNW of Sapanca, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-04T13:28:47.300Z,41.175,28.833,10,2.7,md,,,,,us,usp000999j,2014-11-07T01:07:51.007Z,"7 km E of Arnavutköy, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-03T03:58:57.000Z,40.709,30.015,5,2.5,md,,,,,us,usp0009977,2014-11-07T01:07:50.286Z,"2 km SE of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-03T03:46:42.900Z,40.683,29.952,10,3,md,,,,,us,usp0009974,2014-11-07T01:07:50.273Z,"1 km WSW of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-02T14:03:13.300Z,40.68,29.995,10,2.6,md,,,,,us,usp000996d,2014-11-07T01:07:49.141Z,"2 km ESE of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-06-02T13:57:09.100Z,40.712,30.004,14,2.9,md,,,,,us,usp000996c,2014-11-07T01:07:49.123Z,"1 km SE of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-31T10:35:09.900Z,41.147,29.367,7,2.6,md,,,,,us,usp000992m,2014-11-07T01:07:44.971Z,"19 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-30T07:23:54.800Z,40.851,28.752,7,2.7,md,,,,,us,usp000990u,2014-11-07T01:07:44.802Z,"16 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-30T03:21:24.700Z,40.911,28.814,14,2.9,md,,,,,us,usp000990f,2014-11-07T01:07:44.778Z,"10 km SSW of Bahçelievler, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-30T00:32:29.300Z,40.826,28.762,5,2.5,md,,,,,us,usp0009907,2014-11-07T01:07:44.755Z,"19 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-30T00:06:34.600Z,40.88,28.795,13,2.7,md,,,,,us,usp0009903,2014-11-07T01:07:44.741Z,"14 km SSW of Bahçelievler, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-29T22:43:55.820Z,40.845,28.769,9.3,3.2,md,,,,,us,usp00098zz,2014-11-07T01:07:44.723Z,"17 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-29T22:21:11.860Z,40.842,28.8,10,2.8,md,,,,0.25,us,usp00098zy,2014-11-07T01:07:44.722Z,"18 km SSW of Bahçelievler, Turkey",earthquake,,,,,reviewed,us,isk
1999-05-27T05:24:34.200Z,40.647,30.022,15,2.8,md,,,,,us,usp00098uk,2014-11-07T01:07:43.705Z,"6 km SE of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-22T16:49:28.600Z,40.912,29.313,8,2.6,md,,,,,us,usp00098hy,2014-11-07T01:07:42.547Z,"6 km SSE of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-20T09:55:55.200Z,40.439,29.277,10,2.6,md,,,,,us,usp00098cd,2014-11-07T01:07:41.856Z,"6 km SSW of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-20T05:42:02.200Z,40.751,29.798,13,3,md,,,,,us,usp00098bz,2014-11-07T01:07:41.821Z,"1 km WSW of Derince, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-17T10:32:49.300Z,40.706,30.07,10,2.7,md,,,,,us,usp000985v,2014-11-07T01:07:41.210Z,"6 km SE of Köseköy, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-15T20:45:03.100Z,40.47,29.065,10,3.3,md,,,,,us,usp000981w,2014-11-07T01:07:40.773Z,"3 km W of Küçükkumla, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-14T14:56:38.000Z,41.274,28.828,5,2.6,md,,,,,us,usp00097yh,2014-11-07T01:07:40.454Z,"12 km NE of Arnavutköy, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-11T04:35:15.300Z,40.654,29.102,10,2.8,md,,,,,us,usp00097s3,2014-11-07T01:07:39.689Z,"2 km WNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-09T19:04:43.400Z,40.421,29.207,9,2.7,md,,,,,us,usp00097pg,2014-11-07T01:07:39.197Z,"2 km ENE of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-03T01:59:25.700Z,40.687,30.055,7,2.8,md,,,,,us,usp000978y,2014-11-07T01:07:36.674Z,"6 km SE of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-02T12:03:07.600Z,40.91,29.27,5,2.6,md,,,,,us,usp000977u,2014-11-07T01:07:36.105Z,"5 km S of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1999-05-01T20:53:56.700Z,40.659,29.964,9,2.7,md,,,,,us,usp000976h,2014-11-07T01:07:35.369Z,"3 km S of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-04-12T08:55:16.800Z,40.478,29.225,6,2.6,md,,,,,us,usp000965q,2014-11-07T01:07:27.128Z,"7 km W of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1999-04-09T09:45:30.900Z,40.417,29.219,10,2.8,md,,,,,us,usp000960m,2014-11-07T01:07:26.580Z,"3 km E of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-29T03:37:50.100Z,40.652,29.079,10,2.5,md,,,,,us,usp00095dm,2014-11-07T01:07:17.437Z,"3 km W of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-28T19:31:25.700Z,40.452,28.869,10,2.6,md,,,,,us,usp00095cf,2014-11-07T01:07:17.288Z,"8 km N of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-28T19:29:58.000Z,40.473,28.846,10,2.6,md,,,,,us,usp00095cd,2014-11-07T01:07:17.285Z,"11 km NNW of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-28T12:40:42.400Z,40.561,29.084,10,2.5,md,,,,,us,usp00095bp,2014-11-07T01:07:16.857Z,"8 km SSE of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-22T14:05:11.800Z,40.982,29.494,10,2.5,md,,,,,us,usp00094za,2014-11-07T01:07:15.663Z,"13 km NNE of Balç?k, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-16T12:02:05.700Z,41.109,28.5,10,2.7,md,,,,,us,usp00094m5,2014-11-07T01:07:14.066Z,"1 km NNE of Muratbey, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-16T10:31:54.400Z,41.091,28.952,10,2.6,md,,,,,us,usp00094m1,2014-11-07T01:07:14.060Z,"4 km NW of ?i?li, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-15T03:45:47.400Z,40.592,28.974,8,3,md,,,,,us,usp00094hr,2014-11-07T01:07:13.835Z,"6 km SW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-12T03:02:30.200Z,40.7,29.919,10,2.5,md,,,,,us,usp00094bn,2014-11-07T01:07:13.144Z,"2 km WNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-12T00:57:58.800Z,40.705,29.941,5,3,md,,,,,us,usp00094bc,2014-11-07T01:07:13.129Z,"1 km N of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-12T00:21:35.300Z,40.667,29.896,5,2.5,md,,,,,us,usp00094b6,2014-11-07T01:07:13.098Z,"1 km W of Bahçecik, Turkey",earthquake,,,,,reviewed,isk,isk
1999-03-07T12:47:51.000Z,41.029,29.4,10,2.6,md,,,,,us,usp0009414,2014-11-07T01:07:11.735Z,"13 km NE of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-28T23:27:43.400Z,40.73,28.999,5,2.6,md,,,,,us,usp00093nc,2014-11-07T01:07:05.860Z,"11 km NNW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-26T14:19:25.700Z,40.451,29.218,10,2.7,md,,,,,us,usp00093gm,2014-11-07T01:07:05.279Z,"5 km NE of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-25T19:16:13.500Z,40.725,29.852,10,2.8,md,,,,,us,usp00093e9,2014-11-07T01:07:05.075Z,"3 km ENE of Gölcük, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-13T20:40:09.300Z,40.698,29.896,10,2.6,md,,,,,us,usp00092ru,2014-11-07T01:07:01.421Z,"3 km NNW of Bahçecik, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-09T08:14:45.400Z,40.914,29.288,10,2.6,md,,,,,us,usp00092h6,2014-11-07T01:07:00.590Z,"5 km SSE of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-07T11:05:25.300Z,40.813,28.361,10,2.6,md,,,,,us,usp00092dv,2014-11-07T01:07:00.077Z,"25 km SSW of Kumburgaz, Turkey",earthquake,,,,,reviewed,isk,isk
1999-02-07T00:32:21.800Z,40.733,29.189,10,2.7,md,,,,,us,usp00092d2,2014-11-07T01:06:59.508Z,"9 km NNE of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-20T12:06:22.500Z,40.742,29.819,10,3,md,,,,0.76,us,usp00091d8,2014-11-07T01:06:50.055Z,"1 km SSE of Derince, Turkey",earthquake,,,,,reviewed,us,isk
1999-01-13T23:09:51.100Z,40.697,29.881,10,2.5,md,,,,,us,usp0009129,2014-11-07T01:06:48.858Z,"3 km E of ?hsaniye, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-04T05:26:36.600Z,40.744,29.847,5,2.8,md,,,,,us,usp00090kr,2014-11-07T01:06:46.243Z,"3 km ESE of Derince, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-02T00:24:17.600Z,40.712,29.944,12,2.7,md,,,,,us,usp00090h4,2014-11-07T01:06:45.626Z,"2 km N of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T19:12:03.700Z,40.702,29.943,15,2.8,md,,,,,us,usp00090gr,2014-11-07T01:06:45.564Z,"0 km N of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T17:18:53.000Z,40.718,29.976,10,2.8,md,,,,,us,usp00090gj,2014-11-07T01:06:45.526Z,"1 km WSW of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T16:30:26.500Z,40.671,29.778,10,2.7,md,,,,,us,usp00090gd,2014-11-07T01:06:45.480Z,"5 km WSW of ?hsaniye, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T16:21:33.200Z,40.712,29.965,11,3.4,md,,,,,us,usp00090gc,2014-11-07T01:06:45.474Z,"2 km WSW of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T15:04:35.800Z,40.707,29.955,14,2.8,md,,,,,us,usp00090g3,2014-11-07T01:06:45.304Z,"1 km NE of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T11:32:59.600Z,40.451,28.985,7,2.6,md,,,,,us,usp00090fj,2014-11-07T01:06:44.996Z,"10 km WSW of Küçükkumla, Turkey",earthquake,,,,,reviewed,isk,isk
1999-01-01T05:12:32.500Z,40.517,28.24,10,3.3,md,,,,,us,usp00090ez,2014-11-07T01:06:44.612Z,"28 km NE of Band?rma, Turkey",earthquake,,,,,reviewed,isk,isk
1998-12-07T13:19:58.900Z,40.719,29.906,7,2.8,md,,,,,us,usp0008z9w,2014-11-07T01:06:37.006Z,"4 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-19T14:49:41.100Z,40.983,29.588,10,2.5,md,,,,,us,usp0008yf0,2014-11-07T01:06:28.026Z,"18 km NE of Balç?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-14T12:24:46.100Z,40.735,29.826,10,2.6,md,,,,,us,usp0008y6g,2014-11-07T01:06:26.997Z,"2 km NNE of Gölcük, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-13T12:07:25.000Z,41.185,29.189,5,2.9,md,,,,,us,usp0008y4j,2014-11-07T01:06:26.776Z,"16 km ESE of Ar?köy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-13T01:31:38.600Z,40.726,29.878,5,2.7,md,,,,,us,usp0008y3v,2014-11-07T01:06:26.718Z,"5 km ENE of Gölcük, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-12T13:19:12.100Z,40.435,29.17,5,2.5,md,,,,,us,usp0008y2x,2014-11-07T01:06:26.634Z,"0 km ENE of Gemlik, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-12T00:28:50.300Z,40.742,29.856,10,2.5,md,,,,,us,usp0008y1s,2014-11-07T01:06:26.522Z,"3 km ESE of Derince, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-11T12:36:58.200Z,40.697,29.99,10,3.1,md,,,,,us,usp0008y10,2014-11-07T01:06:26.404Z,"2 km ENE of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-11T12:24:04.600Z,40.718,29.907,10,2.5,md,,,,,us,usp0008y0z,2014-11-07T01:06:26.402Z,"3 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-11T11:50:05.300Z,40.741,29.987,10,3,md,,,,,us,usp0008y0t,2014-11-07T01:06:26.308Z,"1 km W of Köseköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-11T11:36:39.330Z,40.676,29.96,10,3.4,md,,,,0.45,us,usp0008y0r,2014-11-07T01:06:26.304Z,"1 km SSW of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1998-11-11T11:33:55.150Z,40.665,29.947,10,3.5,md,,,,0.67,us,usp0008y0q,2014-11-07T01:06:26.301Z,"2 km E of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1998-11-11T06:02:46.400Z,40.719,29.923,10,2.6,md,,,,,us,usp0008y0c,2014-11-07T01:06:26.277Z,"3 km NNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-10T17:13:22.200Z,41.106,28.825,10,2.6,md,,,,,us,usp0008xzk,2014-11-07T01:06:26.190Z,"2 km NE of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-10T13:52:36.680Z,40.589,29.252,10,2.7,md,,,,0.98,us,usp0008xzc,2014-11-07T01:06:26.167Z,"4 km SSE of Kad?köy, Turkey",earthquake,,,,,reviewed,us,isk
1998-11-08T14:18:47.200Z,40.468,29.229,5,2.6,md,,,,,us,usp0008xuw,2014-11-07T01:06:25.061Z,"7 km NNE of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
1998-11-01T18:04:07.100Z,40.742,29.11,5,2.7,md,,,,,us,usp0008xee,2014-11-07T01:06:21.363Z,"10 km NNW of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-10-30T23:15:17.600Z,40.784,28.908,5,3.3,md,,,,,us,usp0008xas,2014-11-07T01:06:18.685Z,"18 km SW of Adalan, Turkey",earthquake,,,,,reviewed,isk,isk
1998-10-30T13:51:47.600Z,40.439,28.939,5,2.8,md,,,,,us,usp0008xa1,2014-11-07T01:06:18.622Z,"8 km NE of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1998-10-29T03:02:13.100Z,40.736,29.901,8,2.7,md,,,,,us,usp0008x7j,2014-11-07T01:06:18.390Z,"4 km SW of ?zmit, Turkey",earthquake,,,,,reviewed,isk,isk
1998-10-01T14:03:41.500Z,40.69,30.026,7,2.7,md,,,,,us,usp0008vu3,2014-11-07T01:06:09.887Z,"4 km SE of Kullar, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-21T03:51:20.000Z,40.675,28.964,8,2.6,md,,,,,us,usp0008v9m,2014-11-07T01:06:04.845Z,"7 km NW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-20T10:29:21.500Z,40.433,29.266,12,2.5,md,,,,,us,usp0008v84,2014-11-07T01:06:04.656Z,"7 km SSW of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-14T01:44:48.100Z,40.616,29.03,10,2.6,md,,,,,us,usp0008uwj,2014-11-07T01:06:02.467Z,"1 km S of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-13T17:30:05.400Z,41.529,28.33,5,2.7,md,,,,,us,usp0008uw3,2014-11-07T01:06:02.376Z,"14 km NNW of Karacaköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-05T12:07:11.500Z,40.765,30.028,10,3.2,md,,,,,us,usp0008ufg,2014-11-07T01:06:00.711Z,"3 km NE of Köseköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-04T14:05:47.500Z,40.43,29.224,7,2.5,md,,,,,us,usp0008udr,2014-11-07T01:06:00.401Z,"3 km ENE of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-04T06:27:47.300Z,40.829,30.318,7,2.8,md,,,,,us,usp0008ud9,2014-11-07T01:06:00.291Z,"8 km NW of Adapazar?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-09-02T09:57:44.300Z,41.209,29.207,11,2.7,md,,,,,us,usp0008u94,2014-11-07T01:05:58.746Z,"17 km E of Ar?köy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-31T21:15:38.800Z,40.77,29.049,5,3.2,md,,,,,us,usp0008u6c,2014-11-07T01:05:55.538Z,"12 km SSW of Adalan, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-31T10:34:33.700Z,40.825,29.518,10,2.7,md,,,,,us,usp0008u5n,2014-11-07T01:05:55.454Z,"0 km NE of Tav?anl?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-27T14:31:07.700Z,40.47,29.215,10,2.6,md,,,,,us,usp0008tyu,2014-11-07T01:05:53.774Z,"6 km NE of Gemlik, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-24T22:44:33.100Z,40.603,28.978,12,2.7,md,,,,,us,usp0008ttv,2014-11-07T01:05:53.031Z,"5 km SW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-14T12:53:43.100Z,40.597,28.962,9,3.2,md,,,,,us,usp0008t8f,2014-11-07T01:05:48.922Z,"6 km WSW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-14T09:27:20.800Z,40.496,29.153,5,2.5,md,,,,,us,usp0008t88,2014-11-07T01:05:48.901Z,"5 km ENE of Küçükkumla, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-11T02:25:31.400Z,40.857,28.486,5,2.7,md,,,,,us,usp0008t36,2014-11-07T01:05:48.370Z,"18 km S of Kumburgaz, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-11T01:15:19.100Z,40.844,28.462,5,2.6,md,,,,,us,usp0008t34,2014-11-07T01:05:48.351Z,"19 km S of Kumburgaz, Turkey",earthquake,,,,,reviewed,isk,isk
1998-08-10T16:58:46.300Z,41.06,28.887,15,2.8,md,,,,,us,usp0008t2h,2014-11-07T01:05:48.268Z,"2 km NNE of Esenler, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-26T12:29:34.300Z,40.986,29.316,5,2.5,md,,,,,us,usp0008s6t,2014-11-07T01:05:38.349Z,"4 km NE of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-22T08:22:19.700Z,40.493,29.348,10,2.6,md,,,,,us,usp0008s03,2014-11-07T01:05:37.701Z,"3 km E of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-18T16:32:16.300Z,41.185,28.278,10,2.8,md,,,,,us,usp0008rtp,2014-11-07T01:05:36.977Z,"11 km NNW of Kavakl?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-15T00:34:00.560Z,40.629,29.149,10,2.9,md,,,,0.25,us,usp0008rhe,2014-11-07T01:05:35.888Z,"2 km SE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1998-07-14T23:30:48.600Z,40.654,29.108,5,2.8,md,,,,,us,usp0008rhb,2014-11-07T01:05:35.881Z,"1 km NW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-14T23:02:13.300Z,40.642,29.163,5,2.7,md,,,,,us,usp0008rha,2014-11-07T01:05:35.879Z,"1 km S of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-14T22:56:30.400Z,40.623,29.119,6,3.2,md,,,,,us,usp0008rh8,2014-11-07T01:05:35.875Z,"2 km S of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-14T21:56:55.900Z,40.641,29.13,10,2.9,md,,,,,us,usp0008rh4,2014-11-07T01:05:35.863Z,"0 km SE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-10T15:12:14.700Z,40.518,29.306,10,2.5,md,,,,,us,usp0008r9r,2014-11-07T01:05:34.592Z,"3 km N of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-08T00:39:55.000Z,40.635,29.096,7,2.7,md,,,,,us,usp0008r4r,2014-11-07T01:05:33.795Z,"2 km WSW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-07T19:54:48.800Z,40.445,28.437,10,2.9,md,,,,,us,usp0008r4g,2014-11-07T01:05:33.770Z,"26 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-03T14:38:29.600Z,40.597,29.32,10,2.5,md,,,,,us,usp0008qwg,2014-11-07T01:05:31.830Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-03T06:53:40.900Z,41.315,28.241,10,2.8,md,,,,,us,usp0008qvx,2014-11-07T01:05:31.710Z,"15 km SW of Karacaköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-02T23:04:06.700Z,40.45,28.424,5,3.1,md,,,,,us,usp0008qv6,2014-11-07T01:05:31.397Z,"26 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,isk,isk
1998-07-01T11:29:09.600Z,40.832,29.491,11,2.7,md,,,,,us,usp0008qsu,2014-11-07T01:05:30.205Z,"2 km NW of Tav?anl?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-24T02:01:44.000Z,40.443,28.866,14,2.5,md,,,,,us,usp0008qcx,2014-11-07T01:05:26.718Z,"7 km N of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-23T09:42:27.300Z,40.411,28.366,9,3.1,md,,,,,us,usp0008qbp,2014-11-07T01:05:26.544Z,"21 km N of Karacabey, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-18T16:44:36.500Z,40.85,28.711,10,2.8,md,,,,,us,usp0008q3j,2014-11-07T01:05:25.453Z,"15 km S of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-18T10:38:35.600Z,40.409,28.956,10,2.7,md,,,,,us,usp0008q33,2014-11-07T01:05:25.418Z,"7 km ENE of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-16T11:15:33.400Z,40.892,29.497,11,2.8,md,,,,,us,usp0008pzg,2014-11-07T01:05:25.058Z,"6 km ENE of Balç?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-16T07:24:21.500Z,40.703,29.7,7,2.8,md,,,,,us,usp0008pz7,2014-11-07T01:05:25.028Z,"0 km SE of Ula?l?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-07T17:26:45.900Z,40.582,28.864,10,2.8,md,,,,,us,usp0008pgv,2014-11-07T01:05:23.042Z,"15 km WSW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-06T12:16:07.000Z,40.629,28.631,10,2.7,md,,,,,us,usp0008pef,2014-11-07T01:05:22.686Z,"33 km W of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-06T09:09:23.400Z,40.843,28.247,13,2.7,md,,,,,us,usp0008pe4,2014-11-07T01:05:22.644Z,"25 km SSW of Selimpa?a, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-05T12:41:24.600Z,40.452,28.893,5,2.5,md,,,,,us,usp0008pcj,2014-11-07T01:05:22.406Z,"8 km N of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-05T09:28:33.200Z,41.572,28.98,5,2.7,md,,,,,us,usp0008pcb,2014-11-07T01:05:22.334Z,"37 km N of Ar?köy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-06-04T09:56:13.000Z,40.481,29.262,10,2.6,md,,,,,us,usp0008pa0,2014-11-07T01:05:21.936Z,"4 km WSW of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-31T15:16:28.100Z,40.638,28.887,6,2.8,md,,,,,us,usp0008p38,2014-11-07T01:05:17.413Z,"12 km W of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-30T23:55:21.400Z,40.637,29.146,5,2.7,md,,,,,us,usp0008p21,2014-11-07T01:05:17.303Z,"2 km ESE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-27T13:50:59.600Z,41.067,29.188,10,2.8,md,,,,,us,usp0008nsz,2014-11-07T01:05:16.139Z,"7 km NE of Umraniye, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-25T17:37:09.400Z,40.66,29.984,9,3,md,,,,,us,usp0008nq7,2014-11-07T01:05:15.847Z,"3 km SSE of Yuvac?k, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-25T10:14:21.700Z,41.115,28.902,10,2.6,md,,,,,us,usp0008npw,2014-11-07T01:05:15.799Z,"2 km ENE of Sultangazi, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-23T17:47:16.700Z,40.688,29.729,13,2.6,md,,,,,us,usp0008nmg,2014-11-07T01:05:15.545Z,"3 km SE of Ula?l?, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-23T15:53:41.300Z,41.202,29.018,5,2.6,md,,,,,us,usp0008nm9,2014-11-07T01:05:15.493Z,"3 km SSE of Ar?köy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-19T14:24:14.100Z,40.645,29.185,10,2.8,md,,,,,us,usp0008ncr,2014-11-07T01:05:14.369Z,"2 km ESE of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-19T01:01:20.200Z,40.776,30.084,11,3.3,md,,,,,us,usp0008nc1,2014-11-07T01:05:14.283Z,"7 km ENE of Köseköy, Turkey",earthquake,,,,,reviewed,isk,isk
1998-05-18T09:46:52.200Z,40.639,29.151,10,2.9,md,,,,,us,usp0008nas,2014-11-07T01:05:14.105Z,"1 km SSW of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
